id,label
967,4
968,0
969,8
970,7
971,6
972,9
973,0
974,2
975,7
976,6
977,0
978,4
979,7
980,4
981,1
982,2
983,6
984,7
985,8
986,2
987,5
988,6
989,0
990,2
991,9
992,8
993,5
994,4
995,5
996,7
997,3
998,3
999,9
1000,8
1001,1
1002,2
1003,2
1004,6
1005,1
1006,0
1007,5
1008,5
1009,9
1010,6
1011,8
1012,3
1013,5
1014,0
1015,6
1016,8
1017,1
1018,1
1019,9
1020,1
1021,1
1022,4
1023,2
1024,7
1025,1
1026,5
1027,3
1028,4
1029,9
1030,7
1031,8
1032,0
1033,4
1034,8
1035,9
1036,1
1037,9
1038,3
1039,3
1040,3
1041,9
1042,0
1043,9
1044,1
1045,2
1046,5
1047,4
1048,2
1049,8
1050,3
1051,8
1052,9
1053,1
1054,3
1055,2
1056,7
1057,0
1058,4
1059,5
1060,8
1061,9
1062,2
1063,9
1064,3
1065,3
1066,8
1067,1
1068,7
1069,2
1070,7
1071,2
1072,0
1073,2
1074,0
1075,6
1076,7
1077,5
1078,3
1079,6
1080,9
1081,1
1082,2
1083,5
1084,8
1085,0
1086,5
1087,9
1088,6
1089,9
1090,9
1091,4
1092,6
1093,6
1094,3
1095,9
1096,8
1097,6
1098,1
1099,0
1100,4
1101,2
1102,6
1103,1
1104,0
1105,0
1106,7
1107,7
1108,2
1109,3
1110,2
1111,0
1112,5
1113,6
1114,4
1115,9
1116,3
1117,6
1118,8
1119,8
1120,6
1121,3
1122,8
1123,2
1124,7
1125,2
1126,4
1127,7
1128,9
1129,2
1130,3
1131,3
1132,9
1133,1
1134,6
1135,3
1136,8
1137,7
1138,2
1139,7
1140,1
1141,4
1142,1
1143,6
1144,2
1145,6
1146,8
1147,1
1148,6
1149,5
1150,9
1151,3
1152,7
1153,4
1154,5
1155,5
1156,0
1157,6
1158,3
1159,0
1160,8
1161,4
1162,1
1163,9
1164,9
1165,7
1166,6
1167,8
1168,1
1169,7
1170,0
1171,0
1172,1
1173,6
1174,9
1175,2
1176,4
1177,2
1178,4
1179,2
1180,7
1181,5
1182,3
1183,6
1184,8
1185,4
1186,9
1187,7
1188,5
1189,2
1190,8
1191,3
1192,5
1193,1
1194,4
1195,3
1196,7
1197,7
1198,2
1199,1
1200,1
1201,6
1202,8
1203,0
1204,1
1205,7
1206,9
1207,2
1208,4
1209,5
1210,7
1211,2
1212,1
1213,7
1214,7
1215,2
1216,2
1217,6
1218,5
1219,0
1220,8
1221,7
1222,8
1223,5
1224,5
1225,7
1226,1
1227,3
1228,5
1229,0
1230,2
1231,2
1232,8
1233,9
1234,6
1235,8
1236,5
1237,6
1238,9
1239,5
1240,7
1241,7
1242,9
1243,4
1244,1
1245,2
1246,2
1247,4
1248,7
1249,8
1250,3
1251,5
1252,6
1253,2
1254,6
1255,0
1256,9
1257,9
1258,2
1259,9
1260,5
1261,2
1262,2
1263,4
1264,2
1265,0
1266,7
1267,6
1268,2
1269,4
1270,5
1271,3
1272,4
1273,4
1274,4
1275,1
1276,2
1277,1
1278,6
1279,8
1280,2
1281,3
1282,5
1283,7
1284,4
1285,3
1286,5
1287,1
1288,6
1289,0
1290,5
1291,3
1292,3
1293,2
1294,4
1295,9
1296,1
1297,8
1298,7
1299,5
1300,9
1301,4
1302,0
1303,7
1304,0
1305,3
1306,9
1307,2
1308,5
1309,0
1310,7
1311,5
1312,0
1313,4
1314,5
1315,5
1316,3
1317,4
1318,8
1319,4
1320,2
1321,4
1322,9
1323,1
1324,8
1325,4
1326,0
1327,3
1328,0
1329,4
1330,0
1331,4
1332,9
1333,1
1334,8
1335,8
1336,1
1337,9
1338,5
1339,4
1340,5
1341,4
1342,9
1343,4
1344,6
1345,5
1346,2
1347,6
1348,5
1349,1
1350,7
1351,6
1352,8
1353,3
1354,6
1355,6
1356,4
1357,3
1358,8
1359,2
1360,5
1361,8
1362,3
1363,5
1364,4
1365,1
1366,1
1367,6
1368,3
1369,5
1370,3
1371,9
1372,2
1373,2
1374,6
1375,8
1376,6
1377,8
1378,8
1379,3
1380,2
1381,2
1382,8
1383,8
1384,7
1385,4
1386,9
1387,2
1388,1
1389,6
1390,2
1391,0
1392,6
1393,7
1394,2
1395,1
1396,4
1397,0
1398,1
1399,3
1400,1
1401,3
1402,8
1403,7
1404,5
1405,2
1406,4
1407,3
1408,5
1409,4
1410,2
1411,0
1412,7
1413,1
1414,8
1415,7
1416,6
1417,9
1418,9
1419,6
1420,6
1421,0
1422,4
1423,7
1424,4
1425,0
1426,4
1427,5
1428,5
1429,2
1430,5
1431,0
1432,5
1433,4
1434,2
1435,5
1436,3
1437,8
1438,7
1439,6
1440,5
1441,2
1442,7
1443,2
1444,5
1445,9
1446,3
1447,7
1448,7
1449,1
1450,3
1451,3
1452,7
1453,2
1454,7
1455,4
1456,5
1457,2
1458,5
1459,5
1460,3
1461,0
1462,3
1463,3
1464,1
1465,4
1466,9
1467,5
1468,9
1469,8
1470,3
1471,4
1472,6
1473,6
1474,0
1475,7
1476,8
1477,5
1478,7
1479,7
1480,0
1481,9
1482,3
1483,1
1484,3
1485,4
1486,8
1487,9
1488,5
1489,8
1490,0
1491,5
1492,7
1493,2
1494,3
1495,6
1496,6
1497,3
1498,5
1499,2
1500,1
1501,1
1502,7
1503,1
1504,0
1505,1
1506,7
1507,3
1508,9
1509,1
1510,1
1511,3
1512,3
1513,6
1514,1
1515,1
1516,2
1517,0
1518,7
1519,1
1520,9
1521,6
1522,6
1523,5
1524,8
1525,8
1526,0
1527,0
1528,8
1529,9
1530,9
1531,4
1532,9
1533,8
1534,2
1535,1
1536,1
1537,0
1538,4
1539,5
1540,7
1541,8
1542,1
1543,3
1544,6
1545,3
1546,2
1547,9
1548,0
1549,1
1550,3
1551,8
1552,4
1553,9
1554,7
1555,1
1556,9
1557,9
1558,3
1559,1
1560,3
1561,0
1562,3
1563,6
1564,9
1565,9
1566,1
1567,1
1568,5
1569,2
1570,1
1571,7
1572,9
1573,5
1574,9
1575,1
1576,5
1577,9
1578,4
1579,8
1580,7
1581,7
1582,0
1583,7
1584,8
1585,9
1586,6
1587,2
1588,7
1589,2
1590,0
1591,0
1592,9
1593,4
1594,6
1595,2
1596,2
1597,8
1598,2
1599,7
1600,0
1601,3
1602,4
1603,6
1604,0
1605,2
1606,1
1607,2
1608,8
1609,0
1610,7
1611,3
1612,3
1613,8
1614,9
1615,8
1616,2
1617,9
1618,4
1619,8
1620,6
1621,3
1622,7
1623,0
1624,5
1625,8
1626,1
1627,6
1628,7
1629,8
1630,2
1631,8
1632,1
1633,7
1634,2
1635,0
1636,8
1637,3
1638,9
1639,1
1640,9
1641,0
1642,2
1643,6
1644,1
1645,8
1646,6
1647,5
1648,0
1649,4
1650,2
1651,2
1652,2
1653,2
1654,3
1655,3
1656,4
1657,1
1658,9
1659,5
1660,9
1661,4
1662,6
1663,8
1664,9
1665,3
1666,1
1667,2
1668,3
1669,9
1670,8
1671,1
1672,5
1673,1
1674,8
1675,3
1676,4
1677,1
1678,1
1679,7
1680,4
1681,1
1682,0
1683,0
1684,3
1685,6
1686,9
1687,1
1688,6
1689,8
1690,4
1691,7
1692,4
1693,5
1694,3
1695,4
1696,3
1697,7
1698,7
1699,0
1700,6
1701,9
1702,7
1703,2
1704,1
1705,3
1706,9
1707,1
1708,0
1709,1
1710,8
1711,1
1712,9
1713,8
1714,9
1715,3
1716,4
1717,1
1718,4
1719,6
1720,9
1721,7
1722,2
1723,6
1724,4
1725,1
1726,6
1727,9
1728,0
1729,5
1730,4
1731,7
1732,0
1733,6
1734,5
1735,5
1736,7
1737,7
1738,0
1739,9
1740,6
1741,9
1742,5
1743,8
1744,1
1745,3
1746,6
1747,7
1748,9
1749,0
1750,3
1751,5
1752,1
1753,2
1754,1
1755,7
1756,3
1757,6
1758,4
1759,9
1760,8
1761,2
1762,1
1763,3
1764,8
1765,3
1766,4
1767,3
1768,4
1769,9
1770,5
1771,4
1772,5
1773,3
1774,1
1775,8
1776,7
1777,8
1778,9
1779,2
1780,6
1781,4
1782,5
1783,7
1784,5
1785,4
1786,1
1787,5
1788,3
1789,8
1790,2
1791,6
1792,0
1793,5
1794,2
1795,6
1796,5
1797,6
1798,3
1799,5
1800,2
1801,0
1802,5
1803,1
1804,3
1805,2
1806,1
1807,8
1808,9
1809,2
1810,0
1811,4
1812,7
1813,3
1814,6
1815,2
1816,0
1817,7
1818,8
1819,6
1820,9
1821,2
1822,0
1823,1
1824,2
1825,4
1826,3
1827,7
1828,3
1829,4
1830,8
1831,6
1832,7
1833,5
1834,9
1835,2
1836,5
1837,6
1838,0
1839,4
1840,9
1841,6
1842,5
1843,9
1844,0
1845,9
1846,8
1847,0
1848,9
1849,5
1850,6
1851,0
1852,2
1853,9
1854,4
1855,2
1856,0
1857,2
1858,5
1859,1
1860,8
1861,9
1862,0
1863,6
1864,6
1865,2
1866,2
1867,1
1868,9
1869,7
1870,7
1871,7
1872,1
1873,7
1874,8
1875,8
1876,8
1877,4
1878,0
1879,1
1880,1
1881,5
1882,2
1883,2
1884,5
1885,0
1886,4
1887,5
1888,5
1889,1
1890,9
1891,1
1892,7
1893,2
1894,7
1895,3
1896,0
1897,7
1898,0
1899,9
1900,7
1901,5
1902,1
1903,3
1904,5
1905,6
1906,5
1907,4
1908,0
1909,7
1910,8
1911,4
1912,9
1913,0
1914,2
1915,3
1916,1
1917,7
1918,4
1919,2
1920,9
1921,9
1922,3
1923,1
1924,2
1925,7
1926,5
1927,9
1928,8
1929,2
1930,0
1931,7
1932,2
1933,6
1934,2
1935,4
1936,6
1937,5
1938,3
1939,6
1940,4
1941,4
1942,7
1943,0
1944,9
1945,7
1946,3
1947,2
1948,5
1949,3
1950,3
1951,0
1952,2
1953,6
1954,2
1955,7
1956,8
1957,0
1958,8
1959,1
1960,6
1961,7
1962,3
1963,8
1964,2
1965,8
1966,1
1967,7
1968,4
1969,2
1970,6
1971,1
1972,0
1973,8
1974,1
1975,3
1976,1
1977,6
1978,1
1979,6
1980,6
1981,8
1982,4
1983,8
1984,3
1985,5
1986,1
1987,9
1988,3
1989,8
1990,0
1991,5
1992,8
1993,6
1994,1
1995,2
1996,7
1997,1
1998,3
1999,5
2000,8
2001,4
2002,7
2003,1
2004,7
2005,3
2006,8
2007,9
2008,4
2009,2
2010,3
2011,8
2012,3
2013,6
2014,8
2015,9
2016,6
2017,2
2018,4
2019,2
2020,8
2021,1
2022,6
2023,7
2024,1
2025,8
2026,2
2027,3
2028,0
2029,1
2030,7
2031,5
2032,1
2033,9
2034,4
2035,3
2036,1
2037,3
2038,6
2039,9
2040,4
2041,6
2042,0
2043,5
2044,1
2045,4
2046,4
2047,9
2048,7
2049,4
2050,0
2051,4
2052,3
2053,0
2054,4
2055,8
2056,5
2057,9
2058,5
2059,0
2060,3
2061,0
2062,2
2063,0
2064,8
2065,9
2066,2
2067,1
2068,3
2069,9
2070,4
2071,0
2072,1
2073,5
2074,9
2075,2
2076,7
2077,1
2078,2
2079,6
2080,6
2081,4
2082,1
2083,4
2084,6
2085,4
2086,6
2087,2
2088,3
2089,2
2090,8
2091,7
2092,9
2093,5
2094,5
2095,7
2096,8
2097,8
2098,3
2099,4
2100,0
2101,1
2102,7
2103,4
2104,3
2105,3
2106,0
2107,6
2108,9
2109,2
2110,2
2111,4
2112,7
2113,6
2114,3
2115,8
2116,6
2117,2
2118,1
2119,0
2120,9
2121,4
2122,0
2123,6
2124,7
2125,1
2126,1
2127,3
2128,0
2129,1
2130,8
2131,7
2132,6
2133,3
2134,0
2135,5
2136,5
2137,3
2138,3
2139,0
2140,8
2141,4
2142,3
2143,5
2144,5
2145,6
2146,1
2147,4
2148,5
2149,7
2150,2
2151,1
2152,5
2153,5
2154,3
2155,2
2156,0
2157,9
2158,5
2159,4
2160,0
2161,9
2162,3
2163,4
2164,0
2165,4
2166,3
2167,3
2168,0
2169,2
2170,7
2171,2
2172,1
2173,2
2174,2
2175,6
2176,2
2177,1
2178,1
2179,5
2180,9
2181,0
2182,3
2183,4
2184,1
2185,1
2186,7
2187,1
2188,4
2189,7
2190,0
2191,0
2192,9
2193,2
2194,3
2195,7
2196,6
2197,8
2198,9
2199,0
2200,6
2201,1
2202,2
2203,6
2204,8
2205,7
2206,8
2207,4
2208,8
2209,1
2210,7
2211,3
2212,2
2213,1
2214,0
2215,6
2216,6
2217,3
2218,3
2219,9
2220,1
2221,8
2222,8
2223,6
2224,2
2225,9
2226,4
2227,5
2228,5
2229,8
2230,1
2231,7
2232,3
2233,7
2234,4
2235,7
2236,8
2237,6
2238,1
2239,0
2240,2
2241,4
2242,4
2243,4
2244,6
2245,8
2246,1
2247,2
2248,1
2249,6
2250,8
2251,1
2252,3
2253,9
2254,1
2255,1
2256,3
2257,6
2258,3
2259,7
2260,2
2261,6
2262,9
2263,7
2264,4
2265,4
2266,1
2267,0
2268,6
2269,8
2270,7
2271,3
2272,1
2273,6
2274,8
2275,8
2276,3
2277,2
2278,8
2279,7
2280,4
2281,7
2282,5
2283,9
2284,7
2285,7
2286,3
2287,0
2288,3
2289,9
2290,0
2291,1
2292,8
2293,9
2294,1
2295,4
2296,3
2297,1
2298,5
2299,8
2300,3
2301,0
2302,4
2303,9
2304,0
2305,6
2306,6
2307,9
2308,0
2309,3
2310,5
2311,0
2312,4
2313,3
2314,2
2315,1
2316,0
2317,6
2318,7
2319,0
2320,6
2321,9
2322,7
2323,9
2324,5
2325,9
2326,1
2327,9
2328,5
2329,5
2330,2
2331,6
2332,1
2333,2
2334,4
2335,0
2336,5
2337,3
2338,3
2339,9
2340,4
2341,2
2342,5
2343,5
2344,1
2345,1
2346,5
2347,5
2348,3
2349,4
2350,3
2351,0
2352,4
2353,6
2354,3
2355,2
2356,7
2357,9
2358,7
2359,3
2360,3
2361,3
2362,4
2363,5
2364,0
2365,8
2366,9
2367,4
2368,0
2369,8
2370,5
2371,1
2372,2
2373,0
2374,1
2375,0
2376,5
2377,7
2378,1
2379,7
2380,8
2381,7
2382,1
2383,5
2384,7
2385,2
2386,7
2387,1
2388,1
2389,8
2390,0
2391,5
2392,4
2393,5
2394,8
2395,6
2396,4
2397,4
2398,2
2399,5
2400,2
2401,6
2402,8
2403,0
2404,4
2405,3
2406,3
2407,5
2408,4
2409,3
2410,6
2411,0
2412,9
2413,8
2414,3
2415,2
2416,3
2417,3
2418,2
2419,7
2420,4
2421,0
2422,1
2423,5
2424,0
2425,8
2426,4
2427,0
2428,5
2429,0
2430,2
2431,8
2432,0
2433,5
2434,6
2435,2
2436,9
2437,4
2438,0
2439,1
2440,0
2441,2
2442,2
2443,9
2444,1
2445,3
2446,7
2447,6
2448,4
2449,5
2450,9
2451,7
2452,4
2453,5
2454,6
2455,2
2456,8
2457,3
2458,3
2459,5
2460,0
2461,5
2462,7
2463,4
2464,7
2465,4
2466,9
2467,6
2468,6
2469,6
2470,7
2471,1
2472,0
2473,1
2474,8
2475,0
2476,8
2477,2
2478,7
2479,3
2480,0
2481,3
2482,5
2483,5
2484,2
2485,5
2486,4
2487,5
2488,8
2489,2
2490,3
2491,4
2492,9
2493,6
2494,4
2495,5
2496,4
2497,6
2498,5
2499,8
2500,3
2501,3
2502,4
2503,8
2504,4
2505,4
2506,2
2507,8
2508,6
2509,7
2510,7
2511,8
2512,6
2513,5
2514,4
2515,7
2516,7
2517,5
2518,3
2519,1
2520,4
2521,4
2522,8
2523,5
2524,0
2525,3
2526,5
2527,0
2528,9
2529,1
2530,4
2531,9
2532,9
2533,1
2534,5
2535,4
2536,5
2537,9
2538,8
2539,3
2540,4
2541,1
2542,8
2543,1
2544,3
2545,7
2546,4
2547,9
2548,5
2549,2
2550,5
2551,4
2552,5
2553,9
2554,9
2555,8
2556,9
2557,9
2558,1
2559,4
2560,9
2561,6
2562,5
2563,2
2564,2
2565,1
2566,8
2567,7
2568,7
2569,4
2570,1
2571,7
2572,7
2573,2
2574,3
2575,5
2576,2
2577,3
2578,5
2579,8
2580,6
2581,7
2582,4
2583,0
2584,4
2585,2
2586,3
2587,2
2588,7
2589,9
2590,8
2591,1
2592,5
2593,1
2594,8
2595,0
2596,2
2597,3
2598,5
2599,8
2600,4
2601,6
2602,0
2603,8
2604,3
2605,4
2606,9
2607,7
2608,1
2609,7
2610,9
2611,8
2612,6
2613,7
2614,4
2615,5
2616,0
2617,9
2618,1
2619,2
2620,6
2621,2
2622,0
2623,8
2624,3
2625,2
2626,3
2627,3
2628,7
2629,4
2630,4
2631,2
2632,7
2633,5
2634,5
2635,7
2636,6
2637,1
2638,9
2639,4
2640,0
2641,4
2642,7
2643,1
2644,9
2645,4
2646,3
2647,6
2648,1
2649,7
2650,2
2651,6
2652,1
2653,4
2654,9
2655,0
2656,6
2657,8
2658,2
2659,6
2660,8
2661,6
2662,3
2663,5
2664,6
2665,1
2666,7
2667,5
2668,9
2669,3
2670,1
2671,1
2672,9
2673,6
2674,7
2675,5
2676,9
2677,1
2678,4
2679,2
2680,8
2681,4
2682,5
2683,1
2684,1
2685,1
2686,4
2687,7
2688,2
2689,9
2690,9
2691,7
2692,1
2693,9
2694,4
2695,3
2696,0
2697,8
2698,1
2699,0
2700,8
2701,6
2702,1
2703,2
2704,8
2705,3
2706,4
2707,5
2708,0
2709,6
2710,4
2711,8
2712,5
2713,0
2714,6
2715,4
2716,4
2717,6
2718,3
2719,3
2720,6
2721,1
2722,5
2723,9
2724,3
2725,9
2726,4
2727,8
2728,9
2729,3
2730,6
2731,0
2732,3
2733,2
2734,2
2735,1
2736,5
2737,8
2738,7
2739,8
2740,5
2741,9
2742,0
2743,9
2744,4
2745,3
2746,0
2747,5
2748,9
2749,6
2750,3
2751,1
2752,7
2753,3
2754,0
2755,2
2756,3
2757,3
2758,6
2759,9
2760,0
2761,8
2762,8
2763,8
2764,8
2765,1
2766,3
2767,7
2768,7
2769,8
2770,7
2771,2
2772,7
2773,0
2774,4
2775,6
2776,6
2777,3
2778,8
2779,5
2780,1
2781,8
2782,1
2783,8
2784,2
2785,9
2786,4
2787,2
2788,4
2789,6
2790,1
2791,5
2792,7
2793,8
2794,9
2795,8
2796,0
2797,5
2798,1
2799,6
2800,1
2801,3
2802,8
2803,4
2804,3
2805,9
2806,5
2807,6
2808,5
2809,1
2810,0
2811,7
2812,6
2813,2
2814,3
2815,6
2816,9
2817,4
2818,3
2819,9
2820,5
2821,3
2822,3
2823,4
2824,7
2825,7
2826,6
2827,7
2828,2
2829,7
2830,3
2831,2
2832,3
2833,0
2834,0
2835,9
2836,7
2837,9
2838,8
2839,9
2840,6
2841,8
2842,7
2843,4
2844,6
2845,9
2846,3
2847,9
2848,6
2849,3
2850,1
2851,6
2852,9
2853,9
2854,3
2855,9
2856,6
2857,2
2858,9
2859,5
2860,4
2861,4
2862,3
2863,6
2864,6
2865,7
2866,3
2867,3
2868,3
2869,7
2870,7
2871,6
2872,6
2873,5
2874,8
2875,1
2876,0
2877,2
2878,1
2879,5
2880,5
2881,4
2882,5
2883,7
2884,8
2885,1
2886,4
2887,4
2888,0
2889,2
2890,6
2891,9
2892,3
2893,1
2894,6
2895,6
2896,7
2897,0
2898,9
2899,4
2900,9
2901,6
2902,7
2903,6
2904,7
2905,7
2906,2
2907,7
2908,9
2909,5
2910,2
2911,5
2912,0
2913,2
2914,2
2915,3
2916,5
2917,4
2918,3
2919,3
2920,1
2921,6
2922,9
2923,5
2924,3
2925,4
2926,7
2927,7
2928,3
2929,6
2930,2
2931,4
2932,7
2933,5
2934,1
2935,6
2936,4
2937,4
2938,3
2939,0
2940,4
2941,6
2942,4
2943,6
2944,2
2945,0
2946,4
2947,8
2948,9
2949,7
2950,1
2951,4
2952,6
2953,5
2954,6
2955,4
2956,2
2957,5
2958,7
2959,2
2960,3
2961,0
2962,3
2963,0
2964,2
2965,6
2966,2
2967,3
2968,3
2969,9
2970,1
2971,9
2972,8
2973,9
2974,1
2975,1
2976,0
2977,8
2978,6
2979,6
2980,9
2981,6
2982,1
2983,9
2984,4
2985,0
2986,6
2987,8
2988,6
2989,5
2990,1
2991,5
2992,7
2993,5
2994,8
2995,0
2996,8
2997,5
2998,2
